"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IRSKDDRX","conferencePaper","2006","Niezgoda, Sebastian; Way, Thomas P.","SNITCH: A Software Tool for Detecting Cut and Paste Plagiarism","b","1-59593-259-3","","","","","2006-03","2016-08-16 16:43:38","2016-08-16 16:43:38","","51–55","","","","","","","","","","","p","Houston, Texas","","","","","","","","bibtex: niezgoda_snitch:_2006","","","","#pj","","Baldwin, Doug; Tymann, Paul; Haller, Susan; Russell, Ingrid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IS656MHG","journalArticle","1998","Rudman, Joseph","The State of Authorship Attribution Studies: Some Problems and Solutions","Computers and the Humanities","","","","http://www.jstor.org/stable/30200436","","1998","2017-01-06 18:03:52","2017-04-11 22:42:25","","351-365","","4","31","","","","","","","","","","","","","","","","","bibtex: rudman_state_1998","","","","#me; #rec1; recommended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISD4PHQG","journalArticle","2003","Clement, Ross; Sharp, David","Ngram and Bayesian Classification of Documents for Topic and Authorship","Literary and Linguistic Computing","","","","","","2003","2016-08-16 19:48:06","2017-01-09 08:41:08","","423-447","","4","18","","","","","","","","","","","","","","","","","Clement, Ross, and David Sharp. Ngram and Bayesian Classification of Documents for Topic and Authorship. Literary and Linguistic Computing 18.4 2003: 423-447.  bibtex: clement_ngram_2003","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISDAXPRA","conferencePaper","2006","Coyotl-Morales, Rosa María","Authorship Attribution Using Word Sequences","1th Iberoamerican Congress in Pattern Recognition, CIARP, (Cancun, Mexico)","","","","","","2006","2016-11-16 10:54:49","2017-01-21 12:06:45","","844 - 853","","","","","","","","","","","Springer","Berlin / Heidelberg","","","","","","","","bibtex: coyotl-morales_authorship_2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1th Iberoamerican Congress in Pattern Recognition, CIARP","","","","","","","","","","","","","","",""
"ISXQW69F","journalArticle","1972","Bransford, John D; Barclay, J Richard; Franks, Jeffery J","Sentence memory: A constructive versus interpretive approach","Cognitive psychology","","","","","","1972","2016-08-16 16:43:38","2016-08-16 16:43:38","","193–209","","2","3","","","","","","","","","","","","","","","","","bibtex: bransford_sentence_1972","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IT24X6TI","journalArticle","2007","Hinneburg, Alexander","How to Handle Small Samples: Bootstrap and Bayesian Methods in the Analysis of Linguistic Change","Literary and Linguistic Computing","","","","","","2007","2016-08-16 19:59:29","2017-01-09 08:41:08","","137-150","","2","22","","","","","","","","","","","","","","","","","Hinneburg, Alexander, et al. How to Handle Small Samples: Bootstrap and Bayesian Methods in the Analysis of Linguistic Change. Literary and Linguistic Computing 22.2 2007: 137-150.  bibtex: hinneburg_how_2007","","","","#jr3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ITTXXUP8","conferencePaper","1992","Reynolds, Noel B.; Hilton, John L.","Thomas Hobbes and the Authorship of the <em>Horae Subsecivae</em>","Horae Subsecivae","","","","","","1992","2016-08-16 19:57:47","2017-01-08 12:56:04","","N/A","","","","","","","","","","","","","","","","","","","","Reynolds, Noel B., and John L. Hilton. Thomas Hobbes and the Authorship of the Horae Subsecivae. ALLC-ACH 92 Conference. Christ Church, Oxford University. Oxford. 6-9 April 1992.  bibtex: reynolds_thomas_1992","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IU9HBINQ","conferencePaper","1997","Kaszkiel, Marcin; Zobel, Justin","Passage Retrieval Revisited","b","","","","","","1997-07","2016-08-16 16:43:38","2016-08-16 16:43:38","","178–185","","","","","","","","","","","p","Philadelphia, Pennsylvania","","","","","","","","bibtex: kaszkiel_passage_1997","","","","#pj","","Can, Fazli; Voorhees, Ellen; Belkin, Nicholas J.; Narasimhalu, A. Desai; Willett, Peter; Hersh, William","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUFUIZDK","journalArticle","1997","Turner, G. R.","Relationship Between Vocabulary, Text Length, and Zipf's Law","N/A","","","","","","1997","2016-08-16 20:03:29","2017-01-09 08:41:08","","N/A","","N/A","","","","","","","","","","","","","","","","","","Turner, G. R. Relationship Between Vocabulary, Text Length, and Zipf's Law. http://www.btinternet.com/ g.r.turner/ZipfDoc.htm 9 August 1997.  bibtex: turner_relationship_1997","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUSINTQQ","bookSection","1994","Coulthard, Malcolm","On Analysing and Evaluating Written Text","Advances in Written Text Analysis","","","","","","1994","2016-08-16 19:43:22","2017-01-04 09:28:08","","1-12","","","","","","","","","","","Routledge","London","","","","","","","","Coulthard, Malcolm. On Analysing and Evaluating Written Text. In Advances in Written Text Analysis. Ed. Malcolm Coulthard. London: Routledge, 1994, pp. 1-12.  bibtex: coulthard_analysing_1994","","","","#jr1","","Coulthard, Malcolm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUVXUIAC","journalArticle","1982","Phillippides, Dia M.L.","Euripides: Meter and Dramatic Effect","Perspectives in Computing","","","","","","1982","2016-08-16 19:58:11","2017-01-07 20:55:31","","16-25","","1","2","","","","","","","","","","","","","","","","","Phillippides, Dia M.L. Euripides: Meter and Dramatic Effect. Perspectives in Computing 2.1 1982: 16-25.  bibtex: phillippides_euripides:_1982","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUZHJTGI","journalArticle","1978","Menicucci, Jeffrey D.","Stylistics Evidence in the Trial of Patricia Hearst","Arizona State Law Journal","","","","","","1978","2016-08-16 19:57:47","2017-01-07 19:17:48","","387-410","","","","","","","","","","","","","","","","","","","","Menicucci, Jeffrey D. Stylistics Evidence in the Trial of Patricia Hearst. Arizona State Law Journal 1977.2 1978: 387-410.  bibtex: menicucci_stylistics_1978","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IV77XWTH","conferencePaper","2012","Ellen, Jeffrey; Kaina, Joan; Parameswaran, Shibin","Implicit Group Membership Detection in Online Text: Analysis and Applications","SBP'12 Proceedings of the 5th international conference on Social Computing, Behavioral-Cultural Modeling and Prediction , (College Park, MD)","","","","","","2012","2016-08-16 19:48:06","2017-01-23 10:18:26","","222-230","","","","","","","","","","","Springer-Verlag","Berlin / Heidelberg","","","","","","","","Ellen, Jeffrey, Joan Kaina, and Shibin Parameswaran. Implicit Group Membership Detection in Online Text: Analysis and Applications. In Eds. S.J. Yang, A.M. Greenberg, and M. Endsley. Proceedings of SBP 2012 LNCS 7227. Berlin, Heidelberg: Springer-Verlag, 2012. pp. 222-230.  bibtex: ellen_implicit_2012","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SBP'12 Proceedings of the 5th international conference on Social Computing, Behavioral-Cultural Modeling and Prediction","","","","","","","","","","","","","","",""
"IV87F975","journalArticle","1993","Robertson, B.W.N.; Vignaux, G. A.","(Letters) Forensic Stylometry","Expert Evidence","","","","","","1993","2016-08-16 19:57:47","2017-01-02 09:31:42","","47-48","","1","2","","","","","","","","","","","","","","","","","Robertson, B.W.N., and G.A. Vignaux. Letters Forensic Stylometry. Expert Evidence 2.1 1993: 47-48.  bibtex: robertson_letters_1993","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVGWMUZB","journalArticle","2005","Rem, M.","Middelnederlands met de computer","Madoc","","","","","","2005","2017-01-03 09:59:56","2017-01-03 09:59:56","","24-32","","1","19","","","","","","","","","","","","","","","","","bibtex[owner=mike]  bibtex: rem_middelnederlands_2005","","","","#mk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVJ2E8VS","book","2007","Coupland, Nikolas","Style: language variation and identity","","978-0-521-85303-3 0-521-85303-6 978-0-521-61814-4 0-521-61814-2","","","","","2007","2017-01-03 10:31:23","2017-01-03 13:16:15","","","","","","","","Style","","","","","Cambridge University Press","Cambridge, UK","en","","","","","Open WorldCat","","bibtex: coupland_style:_2007","","","","style","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IW8JERU7","report","2008","Smith, Jordan; Fujinaga, Ichiro","A review of authorship attribution","","","","","","","2008","2016-12-19 15:57:05","2017-01-08 13:49:16","","2010","","","","","","","","","","","","","","","","","","","","bibtex: smith_review_2008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IW8V7VGJ","bookSection","1996","Glover, Angela; Hirst, Graeme","Detecting Stylistic Inconsistencies in Collaborative Writing","The New Writing Environment : Writers at Work in a World of Technology","","","","","","1996","2016-08-16 16:43:38","2016-08-16 16:43:38","","147–168","","","","","","","","","","","Springer","Berlin","","","","","","","","bibtex: glover_detecting_1996","","","","#pj","","Sharples, Mike; van der Geest, Thea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWNVFAI9","bookSection","1982","Dolezel, Lubomir","A Note on Quantification in Text Theory","Text Processing: Proceedings of Nobel Symposium 51","","","","","","1982","2016-12-15 13:44:36","2017-01-22 19:44:32","","539 - 549","","","","","","","","","","","Almquist and Wiksell International","","","","","","","","","bibtex: dolezel_note_1982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IX6TVFUS","journalArticle","2009","Mustafa, Tareef Kamil; Norwati, Mustapha; Azrif, Masrah; Murad, Azmi; Sulaiman, Md Nasir","Computational Stylometric Approach Based on Frequent Word and Frequent Pair in the Text Mining Authorship Attribution","International Journal of Computer Science and Network Security","","","","","","2009","2016-08-16 19:57:47","2017-01-01 22:08:52","","262-269","","3","9","","","","","","","","","","","","","","","","","Mustafa, Tareef Kamil, Norwati Mustapha, Masrah Azrif, Azmi Murad, and Md. Nasir Sulaiman. Computational Stylometric Approach Based on Frequent Word and Frequent Pair in the Text Mining Authorship Attribution. International Journal of Computer Science and Network Security 9.3 2009: 262-269.  bibtex: mustafa_computational_2009","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXCS28MD","bookSection","2007","Cooper, Burns","Idea Density as a Marker of Authorship: A Preliminary Study","Language and the Law: International Outlooks","","","","","","2007","2016-11-16 10:44:15","2017-01-09 08:41:08","","411-423","","","","","","","","","","","","","","","","","","","","bibtex: cooper_idea_2007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXFA3JZR","thesis","2000","Li, Qiong","Delay Characterization and Performance Control of Wide-area Networks","","","","","","","2000","2016-08-16 16:43:38","2017-01-05 10:36:13","","","","","","","","","","","","","University of Delaware","Newark","","","Ph.D. Thesis","","","","","bibtex: li_delay_2000","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
